Cluster	clsy1234_r1	clsy1234_r2	col0_r1	col0_r2	nrpd1_3_r1	nrpd1_3_r2	NRPD1_3xF_Mut10_r1	NRPD1_3xF_Mut10_r2	NRPD1_3xF_Mut9_r1	NRPD1_3xF_Mut9_r2	NRPD1_3xF_WT2_r1	NRPD1_3xF_WT2_r2	WTSucSul_r1	WTSucSul_r2	nrpd1_49_r1	nrpd1_49_r2	nrpd1_50_r1	nrpd1_50_r2	nrpd1_51_r1	nrpd1_51_r2
merged_4_1351279	0.1	0	10.97	11.25	0.12	0	0	0	0.08	0.48	15.79	11.93	4.51	3.08	0	0	0.25	0.3	0.27	0
merged_5_17885545	0	0	22.73	16.34	0	0	0	0	0.1	0.09	21.15	20.31	6.16	6.15	0	0	0	0	0	0
merged_1_24564414	0	0.42	67.53	64.69	0.16	0.25	0	0.11	0.74	0.2	26.74	31.82	50.24	43.17	0.7	0.21	0.32	0.38	0.17	0
merged_5_11076055	0	0	0.61	1.21	0	0	0	0	0.14	0.07	4.33	2.77	1.29	1.35	0.09	0	0	0	0	0
merged_1_11088722	0	0	10.55	8.8	0	0.59	0.18	0.17	0.17	0	15.82	13.14	9.19	8.01	0	0	0	0	0	0
merged_5_12207123	0	0	2.76	2.4	0	0	0	0	0	0.14	6.19	5.21	2.17	3.1	0	0.15	0.21	0	0	0
merged_4_4620336	0.18	0	2.87	2.69	0.07	0	0	0.05	0.1	0	7.26	6.8	2.29	2	0.13	0	0.07	0.17	0	0
merged_2_2477748	0.02	0	3.07	3.2	0.01	0.01	0.04	0.06	0.11	0.07	10.16	8.74	4.52	4.31	0.04	0.09	0.14	0.12	0.01	0.01
merged_5_6252134	0.14	0.14	76.35	73.12	0.21	0.06	0.1	0.05	0.28	0.16	22.68	22.23	39.44	41.64	1.11	0.65	0.93	0.7	0.15	0.03
merged_4_12384366	0.25	0.1	17.28	14.35	0	0	0	0	0.1	0.1	11.49	11.97	7.77	8.79	0	0	0	0.18	0.17	0
merged_3_17469713	0.08	0.06	43.14	39.76	0.09	0.15	0.07	0	0.19	0.54	55.07	48.97	19.25	18.63	0	0.13	1.29	0.33	0	0.27
merged_4_3850979	0	0	1.99	2.27	0	0	0	0	0.18	0.12	3.67	3.68	1.83	1.79	0	0	0.09	0.22	0	0
merged_5_9181425	0.04	0.02	8.78	9.07	0.05	0.03	0.09	0.09	0.26	0.2	14.22	11.75	10.37	9.69	0.13	0.11	0.6	0.49	0.04	0.02
merged_2_10317704	0	0	18.03	16.35	0	0	0.17	0.16	0.08	0.22	20.21	17.04	18.58	19.28	0.2	0	0.34	0.28	0	0
merged_5_22746462	0.19	0.23	107.38	98.05	0	0	0	0.08	0.08	0	13.27	13.12	45.89	46.84	0.42	0.16	1.17	0.56	0.13	0
merged_2_9344517	0.21	0.45	58.91	53.66	0.08	0.13	0.18	0.29	0.68	0.49	75.56	65.38	99.19	98.05	0.15	0.11	0.92	0.4	0.09	0.08
merged_1_15752013	0	0	0.62	1.07	0	0	0	0	0.06	0.06	1.04	2.02	0.69	0.7	0	0	0.09	0.11	0	0
merged_5_10860220	0	0	1.69	2.04	0	0.18	0	0	0.08	0	0.05	0	0.44	0.83	0	0	0	0	0	0
merged_2_13807884	1.36	0.61	43.63	39.47	0.54	0.58	0.53	0.75	0.61	1.17	35.55	32.06	26.47	23.59	0	0	0.36	0.65	0.2	0
merged_3_20486346	0	0	12.69	11.52	0	0	0	0	0.53	0	18.68	14.82	23.8	22.06	0.18	0	0.4	0.95	0	0
merged_5_18499683	0	0.08	10.16	9.05	0	0	0.08	0.32	0	0.07	10.45	10.99	2.63	2.48	0	0	0.34	0	0	0
merged_3_15337124	0.31	0.12	4.22	4	0.18	0.83	0.18	0.3	0.33	0.44	11.96	10.51	3.27	2.96	0.11	0	0.12	0.15	0	0.12
merged_2_5515488	0.07	0.17	10.34	8.77	0	0.2	0.12	0.47	0.51	0.27	14.5	13.76	18.65	17.41	0.23	0.23	0.93	1.01	0	0
merged_2_4196069	0.09	0	3.74	4.8	0	0	0	0.14	0.48	0.2	6.83	7.25	5.8	5.07	0	0	0.41	0.62	0	0
merged_2_6754676	0.06	0	3.29	3.02	0.07	0	0.05	0.09	0.05	0.09	4.77	5.28	2.68	2.48	0	0.19	0.21	0	0.08	0
merged_4_2267225	0.14	0.04	14.3	12.63	0	0	0.13	0.08	0.08	0.3	22.15	19.65	7.07	5.85	0.05	0	0.17	0.14	0.13	0
merged_4_6383385	0	0	8.45	8.15	0	0	0	0	0.18	0.17	7.36	5.5	7.25	6.17	0	0	0	0	0	0
merged_3_9384291	0	0	11.53	11.59	0	0	0.2	0	0.19	0.18	17.74	13.09	6.41	6.03	0	0	0.28	0	0	0
merged_3_12720439	0	0	2.39	2.19	0	0	0.03	0	0.12	0.15	6.65	5.43	3.4	3.73	0.08	0	0.14	0	0	0
merged_1_16466451	0	0.23	28.19	31.02	0	0	0	0.35	0	0.65	29.83	30.94	11.16	12.24	0.3	0.23	0	0.2	0.18	0
merged_2_3636806	0	0	3.1	2.81	0	0	0.04	0	0	0.08	5.15	4.89	5.59	5.38	0.05	0.16	0.3	0.36	0	0
merged_5_14821515	0	0.15	18.89	19.49	0	0.18	0	0	0.15	0	19.47	25.27	15.32	17.48	0	0	0	0	0	0
merged_4_5669835	0	0	40.7	35.3	0	0.21	0	0.06	0.12	0.11	36.44	33.93	42.96	41.2	0	0	0.98	0.75	0.1	0
merged_5_13170803	0	0	1.86	1.98	0	0	0	0	0	0.01	5.61	5	2.15	2.57	0.04	0	0.09	0.16	0.02	0
merged_4_12847242	0	0	0.98	0.81	0	0	0.09	0	0	0	0.16	0.25	0.26	0.07	0	0	0.12	0	0	0
merged_2_8017540	0	0	15.64	16.01	0.4	0	0	0	0.14	0.13	22.36	19.34	15.83	13.21	0.73	0	1.22	0.73	0	0.2
merged_2_6897522	0	0	4.12	5.53	0	0	0.11	0	0.53	0	9.94	8.45	3.44	3.87	0	0	0.16	0	0	0
merged_5_11238056	0	0.05	5.73	4.92	0	0	0	0	0.09	0	5.41	3.61	1.52	1.95	0	0.09	0.07	0.41	0	0
merged_1_18055736	0	0	83.46	76.53	0	0	0	0	0	0.12	95.74	90.72	48.44	46.55	0	0	0	0.22	0	0
merged_1_12512661	0	0.09	4.56	3.43	0	0.04	0	0.12	0.27	0.34	6.68	6.33	3.57	2.97	0	0.06	0.13	0.16	0	0.04
merged_1_24531887	0.14	0.22	71.85	81.89	0.16	0	0	0.22	1.53	0.73	128.98	105.51	188	185.03	0.72	0.44	1.62	0.97	0.18	0
merged_3_13453733	0	0.08	8.76	8.42	0.11	0	0.37	0.27	0.42	0.99	15.35	13.61	6.86	6.06	0.1	0.08	0.51	0.75	0	0.06
merged_2_2663786	0	0	3.12	3.31	0.03	0	0.05	0.12	0.26	0.22	5.25	5.07	3.12	2.32	0	0	0.07	0.33	0	0
merged_1_12931755	0	0.11	12.2	11.73	0	0	0.23	0.06	0.11	0.31	14.13	14.89	9.89	10.95	0.14	0.11	0.4	0.38	0	0
merged_5_13320254	0.02	0.02	7.07	7.39	0	0.04	0.09	0.06	0.18	0.11	13.22	11.14	12.24	12.4	0.44	0.47	0.48	0.67	0.01	0.01
merged_2_12733152	0	0	13.09	12.23	0	0	0.18	0	0.17	0	8.11	6.72	7.46	7.74	0	0	0	0.3	0	0
merged_3_14206564	0.05	0.06	4.44	5.06	0.06	0.02	0.15	0.16	0.22	0.54	7.17	6.38	5.67	5.45	0.11	0	0.63	0.46	0.16	0.06
merged_4_14683689	0.32	0.51	23.42	17.2	0	0	0	0	0	0.74	9.12	7.74	10.2	5.94	0	0	0	0.46	0	0
merged_2_4777734	0	0	0.74	0.98	0	0	0	0	0.08	0.02	2.34	2.31	1.52	1.83	0	0	0	0.09	0	0.04
merged_5_17944827	0	0	18.4	16.24	0.16	0	0.12	0.06	0.16	0.37	22.9	20.03	9.24	8.67	0	0	0.33	0.39	0	0
merged_3_12746459	0	0	2.48	2.43	0	0	0	0	0	0	11.49	9.42	2.01	1.92	0	0	0.08	0	0	0
merged_5_25272512	0	0.12	19.53	18	0.06	0.1	0	0.34	0	0.16	15.3	15.7	10.16	10.78	0.22	0.08	0.43	0	0.07	0
merged_4_1834895	0	0	2.79	2.97	0	0	0.01	0.01	0.11	0.04	3.66	3.29	3.33	3.43	0.05	0.12	0.08	0.26	0.02	0
merged_5_15588840	0	0.13	1.94	1.98	0	0.08	0	0.14	0	0.06	5.33	4.09	2.42	2.11	0	0	0.2	0	0	0
merged_2_11040898	0	1	44.31	35.04	0	0	0	0	0	0.48	46.52	37.48	27.3	28.84	0.33	0	1.49	0.45	0	0
merged_3_11639951	0	0	1.43	2.23	0	0	0	0	0	0.13	2.69	2.85	1.92	1.87	0	0	0	0	0	0
merged_1_11669239	0	0.11	5.26	4.51	0	0	0	0.22	0	0.1	6.23	6.14	1.31	1.05	0	0	0	0.38	0	0
merged_2_3740094	0	0	9.31	6.04	0	0.16	0	0	0	0	9.05	9.7	8.26	8.56	0	0	0.21	0.49	0	0.2
merged_2_1605932	0.02	0.03	7.03	6.58	0.11	0.08	0.11	0.09	0.23	0.2	7.31	7.32	3.76	3.62	0	0.05	0.21	0.18	0.04	0.02
merged_3_14434053	0	0	1.29	1.82	0	0	0.04	0	0	0.07	3.21	2.64	1.99	1.94	0	0.04	0	0.1	0	0.03
merged_3_9862919	0	0.06	33.37	37.79	0.09	0	0	0.06	0.06	0.34	14.31	13.87	39.5	37.48	1.58	0.84	0.44	0.42	0.1	0
merged_2_7749323	0.28	0.44	26.72	24.9	0	0.53	0	0.46	1.12	1.5	34.17	28.08	24.91	28.93	0.3	0.9	0.33	0.8	0.36	0.65
merged_2_4486519	0	0	1.53	1.55	0	0	0	0	0.05	0	3.62	2.76	1.98	1.77	0.07	0	0.08	0	0	0
merged_3_5154947	0.03	0.07	5.17	4.99	0.07	0.03	0.17	0.11	0.07	0.19	5.17	5.41	3.99	3.74	0.03	0.04	0.13	0.12	0.04	0.1
merged_4_4526096	0.19	0	4.4	3.56	0	0	0	0	0.15	0	5.34	5.46	2.56	1.87	0	0	0.67	0.27	0	0
merged_3_12538012	0	0.01	3.05	2.85	0	0.02	0.03	0.04	0.08	0.08	5.52	4.96	4.25	4.08	0.18	0.09	0.36	0.24	0	0
merged_1_25879515	0	0	8.5	6.57	0	0.65	1.2	0.28	0.28	0.53	13.65	13.72	10.12	7.16	0.37	1.11	1.23	0	0	0.4
merged_1_8236560	0.08	0.06	16.91	15.67	0	0	0	0	0	0	8.68	11.55	10.7	11.35	0.74	0.25	0.64	0.11	0	0
merged_4_6156240	0	0.11	5	4.6	0.08	0	0.06	0.28	0.05	0.31	12.4	9.28	2.27	2.49	0.14	0	0.08	0.29	0	0
merged_1_8708393	0	0	1.57	0.62	0	0	0	0	0	0.22	0.32	0	0.37	0.21	0	0	0	0	0	0
merged_2_2902276	0.02	0	7.39	6.01	0.06	0	0.06	0.08	0.2	0.3	9.27	8.66	6.77	5.68	0.05	0.04	0.44	0.14	0.06	0
merged_1_23836241	0	0	0.98	0.56	0.15	0.12	0	0.1	0	0.1	0.07	0.08	0.17	0.37	0	0	0	0	0	0
merged_1_13742744	0	0	1.63	1.9	0	0	0	0	0	0	3.83	2.09	1.85	2.31	0	0	0	0	0	0.15
merged_1_13334049	0.04	0	1.94	1.77	0.02	0	0	0	0.03	0.11	4.03	3.36	2.69	2.16	0	0	0.12	0.12	0	0.05
merged_5_13303620	0	0	2.07	2.22	0	0	0.15	0	0.05	0.23	6.26	4.66	6.16	6.21	0	0.1	0.49	0.51	0	0
merged_4_4458641	0	0.03	1.43	1.19	0.05	0	0	0	0	0	2.73	2.36	1.81	1.59	0	0.06	0.23	0	0	0
merged_4_6599165	0.24	0.29	70.29	68.68	0.35	0.11	0.21	0.05	0.29	0.14	36.86	37.61	34.51	32.65	0.19	0.67	0.78	0.77	0.16	0.07
merged_4_4315082	0	0	10.82	10.22	0	0	0.11	0.1	0	0.19	17.9	17	5.92	6.67	0	0	0.59	0.53	0.16	0.14
merged_1_6262786	0	0.08	10.17	10.56	0.12	0.2	0	0.17	0	0	2.41	2.08	4.01	3.81	0	0	0.12	0.15	0	0
merged_2_4643412	0.05	0	1	1.15	0	0.05	0	0	0	0	1.89	1.41	1.32	1.34	0	0	0.23	0.14	0	0
merged_3_19436750	0	0.06	25.3	24.1	0	0.07	0	0	0.06	0.11	28.82	29.55	19.31	15.28	0	0.12	0.62	0.32	0.1	0
merged_4_11765070	0	0	26.84	25.82	0	0	0	0.37	0.18	0.35	38.02	30.74	21.01	23.05	0	0.37	0	0.65	0	0.26
merged_3_15923307	0	0	6.32	7.86	0.09	0	0	0.13	0.32	0.06	11.06	7.33	8.05	7.12	0	0	0.19	0	0	0
merged_1_19329936	0.19	0.3	6.8	4.51	0.22	0	0	0	0.3	0.43	21.51	16.97	21.36	20.88	0	0	0	0.27	0.25	0
merged_1_23950201	0.17	0.13	8.81	7.39	0	0.32	0.15	1.1	0.27	0.13	8.93	7.19	10.28	11.87	0	0	0.4	0.24	0	0.19
merged_1_13971206	0	0	2.82	3.05	0	0	0	0	0	0.07	5.3	6	1.8	2.7	0	0	0	0.13	0	0
merged_2_1425678	0	0.09	47.63	46.23	0.13	0.31	0.09	0.09	0.09	0.41	23.95	19.58	46.87	43.55	0.46	0.35	1.15	0.46	0.14	0.5
merged_2_4558430	0.02	0.03	3.83	3.98	0.04	0.03	0.04	0.04	0.07	0.1	7.01	5.53	4.45	4.21	0.09	0.07	0.19	0.29	0.03	0.03
merged_2_1954961	0	0	3.72	2.58	0	0	0	0.17	0.25	0.08	6.23	6.28	2.62	2.29	0	0	0.12	0	0	0
merged_5_8397991	0	0.08	26.31	30.25	0	0.29	0.09	0.34	0.5	0.87	57.83	45.02	36.3	35.93	0.22	0.33	1.35	0.73	0.13	0.24
merged_4_12740139	0.06	0.24	20.82	18.93	0	0.11	0.31	0.05	0.19	0.19	13.49	13.53	5.68	5.67	0.06	0	0.14	0.26	0.08	0
merged_5_10469707	0	0	1.97	2.43	0.09	0.07	0.06	0	0.23	0.06	4.12	2.69	1.93	1.65	0.08	0	0.17	0.1	0	0
merged_4_6098651	0.12	0	73.95	71.28	0	0	0	0.1	0.1	0.48	41.96	36.08	46.96	56.07	0.4	0.2	0.44	0.36	0	0
merged_3_14448953	0	0	2.18	2.08	0	0	0	0	0.13	0.13	7.01	5.81	4.54	4.5	0.13	0.1	0.1	0.24	0	0
merged_5_8272673	0.33	0.26	42.16	41.37	0.19	0.31	0.43	0.27	0.4	0.63	71.73	62.71	38.7	36.8	0.17	0	1.57	0.24	0	0
merged_3_10860268	0	0	25.57	23.95	0	0.32	0.19	0	0.27	0.69	27.44	24.5	12.56	9.85	0.36	0.36	0.27	0.64	0	0.26
merged_4_4300749	0	0	1.68	1.59	0	0	0	0.07	0.13	0.13	3.29	4.26	1.79	2.47	0.13	0	0.1	0.12	0	0
merged_2_1836791	0.04	0.05	30.46	29.77	0.05	0.15	0.25	0.27	0.55	0.67	40.58	38.3	24.17	22.02	0.34	0.29	0.84	0.87	0	0.07
merged_5_10842161	0	0	2.68	2.48	0	0	0	0	0	0	6.2	5.34	2.85	3.12	0.07	0.32	0	0	0	0
merged_1_12804382	0	0.02	2.84	2.33	0	0.03	0	0.05	0.05	0.12	3.31	3.71	1.92	1.34	0	0	0.19	0.04	0	0
merged_4_1850228	0	0.02	10.52	10.66	0	0	0.02	0.05	0.09	0.14	9.1	8.91	15	14.86	0.21	0.31	0.26	0.39	0	0.05
merged_3_10927517	0.06	0.37	23.11	19.31	0.2	0.27	0.6	0.71	1.38	1.24	20.66	18.37	14.96	15.88	0	0.19	1.37	1.15	0.08	0
merged_1_8681819	0.15	0.18	40.61	38.44	0.09	0.29	0.13	0	0.18	0.29	55.75	50.17	26.57	32.39	0.16	0	0.18	0.43	0	0
merged_2_3116848	0.04	0.06	23.94	23.51	0.01	0.01	0.14	0.13	0.31	0.41	44.9	42.87	19.33	19.5	0.09	0.11	0.49	0.45	0.01	0.04
merged_5_26464674	0.33	0	60.84	68.57	0.13	0	0.19	0	0.09	0.42	105.43	88.59	257.71	263.9	0.23	0.53	1.57	0.78	0.57	0
merged_3_15297689	0.07	0	5.67	5.49	0	0	0	0.05	0.05	0.25	11.52	12.13	5.6	4.41	0	0.21	0	0	0	0
merged_1_13375544	0	0	2.09	1.9	0	0	0	0.11	0	0	3.9	3.88	1.59	1.46	0	0	0.08	0.09	0	0
merged_2_1715812	0	0.16	75.61	71.64	0	0	0.1	0.13	0.31	0.69	46.45	43.9	70.69	67.83	0.12	0.25	0.7	0.45	0.15	0.05
merged_5_20594362	0.14	0.08	33.23	31.14	0.17	0.18	0.08	0.12	0.62	0.6	53.31	47.45	29.94	27.48	0.15	0.16	1.15	0.97	0	0.11
merged_1_13963563	0	0	2.18	2.13	0	0.06	0	0.11	0.11	0.36	3.07	3.1	2.5	2.46	0.07	0.11	0.48	0.29	0.09	0
merged_5_18650270	0.14	0.11	2.78	2.76	0	0.39	0.12	0	0	0.21	5.65	6.22	2.24	2.36	0	0	0.33	0	0	0
merged_4_7689462	0	0	17.63	16.83	0.51	0	0	0.35	0	0	27.13	29.35	34.99	31.33	0	0	2.55	0	0	0
merged_3_13787544	0	0	2.13	1.31	0.05	0.04	0.07	0.1	0.06	0.06	1.68	2	0.71	1.04	0	0	0.05	0.06	0.1	0
merged_1_12013588	0.02	0.01	5.19	5.06	0.01	0.03	0.04	0.03	0.15	0.16	8.34	7.45	5.58	5.85	0.02	0.05	0.27	0.25	0.01	0
merged_1_14344356	0	0.03	4.22	3.83	0	0	0.03	0	0.06	0.06	7.97	7.1	5.28	5.27	0.14	0.16	0.14	0.14	0	0
merged_2_1472563	0	0.16	169.88	169.37	0	0	0.12	0.11	0.33	0.31	102.16	106.01	156.45	163.72	2.51	2.62	0.81	0.58	0.27	0.16
merged_5_17283581	0	0	21.06	24.03	0	0	0.21	0.2	0	0.19	18.43	17.47	9	8.82	0	0	0	0	0	0
merged_5_22613099	0	0.06	6.77	6.34	0.05	0	0.1	0.03	0.03	0.03	7.85	8.58	2.7	2.44	0.09	0	0.14	0.29	0.05	0
merged_2_6395358	0	0.2	21.81	25.86	0	0	0	0.21	0.51	0.49	34.19	33.35	131.52	113.98	0.27	0	1.37	0.37	0.17	0.3
merged_2_3581777	0.04	0	5.54	5.95	0	0	0.11	0.07	0.1	0.34	13.52	13.98	4.58	3.78	0	0	0.24	0.35	0	0
merged_1_16260236	0	0.18	10.57	8.94	0	0	0	0	0	0	10.85	10.48	1.3	4.13	0	0	0	0	0	0
merged_2_4321352	0	0.1	4.2	4.24	0	0	0.11	0.05	0.1	0.28	7.28	7.05	4.4	4.13	0.07	0	0.15	0.26	0	0
merged_5_12112712	0.02	0.04	4.93	4.63	0	0.01	0.07	0.07	0.14	0.16	9.39	8.3	6.49	6.6	0.08	0.12	0.23	0.24	0.02	0
merged_1_9204405	0.25	0.41	38.92	37.65	0	0.12	0	0	0.31	0.3	17.24	14.8	34.24	29.5	0.68	0.62	1.98	1.83	0	0
merged_2_7363737	0	0.08	22.7	19.53	0	0	0.08	0	0	0	1.69	0.48	37.04	34.25	0.31	0.31	2.17	2.46	0.38	0
merged_5_8571465	0.04	0.04	4.63	4.42	0.09	0.02	0.06	0.08	0.21	0.24	9.83	8.02	7.12	6.93	0.01	0.04	0.32	0.32	0.04	0.03
merged_2_9079698	0.43	0.46	90.72	78.81	0.17	0.55	0.63	0.12	0.35	1	92.38	92.5	161.72	175.57	0.15	0.7	0.69	1.04	0.95	0.17
merged_3_15450223	0	0	5.8	9.96	0	0	0	0	0	0	13.75	8.97	13.18	13.77	0	0	0	1.37	0	0
merged_2_7701942	0	0	20.32	17.04	0.4	0.16	0	0	0.14	0	34.67	32.73	19.29	16.39	0.18	0	0.2	1.22	0	0.4
merged_2_9290081	0	0.08	8.72	9.59	0.12	0	0	0	0	0.08	5.87	4.43	6.52	7.01	0.1	0	0	0	0	0
merged_1_14207152	0.04	0	3.9	3.73	0.05	0	0.08	0	0.07	0.03	5.71	5.15	3.39	3.14	0.05	0	0.16	0.19	0	0
merged_4_3892858	0	0	6.5	5.43	0.12	0.09	0.35	0.57	0.96	0.54	8.83	9.55	4.82	5.64	0.32	0.16	1.78	1	0	0
merged_4_2111627	0	0	7.31	7.23	0.08	0.12	0.06	0.05	0.16	0.3	13.09	10.9	20.23	17.98	0.21	0.32	0.78	0.75	0.17	0.08
merged_5_11600294	0	0	1.71	1.8	0	0	0.05	0.1	0.1	0	4.38	4.03	2.93	2.19	0	0	0.07	0.34	0	0
merged_3_17142461	0	0	10.5	9.17	0	0	0	0.18	0	0.49	15.11	13.91	5.7	7.62	0	0	1.01	0	0	0
merged_1_12823105	0	0	2.9	2.54	0	0	0.11	0	0.2	0.1	4.29	3.91	1.23	0.81	0	0	0	0	0	0
merged_3_14802922	0.01	0.04	3.98	4.26	0	0.01	0.04	0.06	0.12	0.1	6.08	5.58	6.69	7.03	0.13	0.14	0.4	0.31	0	0.01
merged_5_22463579	0	0	22.31	21.09	0	0	0.07	0	0.07	0.13	26.09	25.69	8.12	8.79	0	0.14	0.31	0	0	0.1
merged_1_16279092	0.08	0.03	4.4	4.29	0	0	0.14	0.16	0.16	0.42	6.61	6.97	6.03	5.19	0.12	0	0.33	0.67	0.05	0.05
merged_4_1929954	0.24	0.1	16.66	15.4	0.14	0.23	0.7	0.63	0.84	0.99	22.61	19.43	11.61	11.13	0.21	0.19	1.62	1.43	0.16	0.14
merged_5_10102575	0.01	0.02	2.06	2.08	0.01	0	0.02	0.04	0.11	0.08	4.83	4.11	4.12	4.05	0.02	0.06	0.18	0.09	0.01	0.01
merged_5_24601294	0.1	0	18.23	17.14	0	0	0	0.16	0.24	0.31	25.98	21.68	13.56	10.8	0	0.16	0.36	0.43	0	0
merged_2_16865776	0.06	0.15	89.79	88.58	0	0	0.05	0.1	0	0.19	9.27	9.59	54.42	53.88	0.47	0.61	0.52	0.27	0.08	0.07
merged_4_5681575	0.2	0.12	26.6	23.97	0.24	0.14	0.22	0.12	0.28	0.23	27.78	26.29	24.97	22.91	0.21	0	0.72	0.65	0.07	0.06
merged_1_12829394	0	0.01	4.08	3.4	0.01	0.02	0.04	0.04	0.06	0.1	4.83	4.49	3.23	3.52	0.04	0.04	0.19	0.19	0.01	0
merged_3_10689990	0	0.13	24.42	25.36	0	0	0	0	0	0	4.01	4.84	12.32	13.88	0	0	0	0	0	0
merged_3_5865867	0.18	0	16.01	10.66	0	0.09	0.4	0.3	0.07	0.21	14.99	14.48	4.24	5.25	0	0	0.11	0	0	0
merged_3_6717842	0	0	13.88	11.88	0	0	0	0	0.13	0.37	19.92	17.95	5.23	3.21	0	0	0.19	0	0	0
merged_1_22888874	0.27	0	39.62	35.9	0	0.26	0	0	0.11	0.31	38.18	34.21	8.97	7.8	0.43	0.44	0.32	0.39	0	0.16
merged_2_6570002	0.02	0.03	6.13	5.59	0	0.03	0.06	0.05	0.13	0.15	8.6	7.63	5.71	5.78	0.07	0.11	0.41	0.12	0.02	0.04
merged_5_14162888	0.01	0	4.58	4.34	0.01	0	0.03	0.05	0.09	0.12	5.04	4.42	3.63	3.42	0.02	0.01	0.1	0.18	0	0.02
merged_3_13304997	0.06	0	3.25	2.56	0	0.11	0.15	0.05	0	0	10.29	10.48	2.25	1.46	0	0.09	0.2	0	0	0
merged_3_21882578	0.19	0.15	68.42	63.42	0	0.06	0.05	0.15	0.5	0.76	81.25	79.01	67.73	63.16	0.2	0.2	1.03	1.06	0.08	0
merged_5_11638357	0.14	0.1	22.79	19.01	0.09	0.09	1.04	1.07	1.28	1.56	22.79	21.07	10.75	10.64	0.26	0.19	2.44	1.79	0.25	0
merged_2_5011092	0.03	0	4.17	3.99	0	0	0	0.16	0.08	0.12	7.09	5.46	3.26	3.41	0.07	0	0.35	0.28	0	0
merged_5_1064025	0	0	41.75	42.41	0.98	0.79	0	0	0	0.64	40.53	31.42	59.45	43.88	0	0	0.99	0	0	0
merged_5_20855546	0	0.05	22.57	22.26	0.08	0	0.23	0.17	0.38	0.52	28.15	25.67	24.37	25.63	0	0	0.56	0.67	0	0.08
merged_5_9178996	0.08	0.13	47.29	49.05	0	0.04	0	0.03	0.2	0.13	23.08	21.46	54.52	52.72	0.88	0.27	0.74	0.36	0	0.24
merged_5_12008286	0	0	4.05	3.88	0	0	0	0	0	0.14	3.86	5.98	2.29	2.85	0.2	0	0	0	0	0
merged_5_14444812	0	0.07	1.87	1.81	0	0	0	0	0.07	0	5.64	4.25	2.7	2.58	0	0.14	0.21	0	0.12	0
merged_1_15060104	0.04	0.03	1.93	1.77	0	0	0.03	0.03	0.09	0.06	3.31	2.54	3.06	2.82	0.08	0	0.09	0.05	0	0
merged_Mt_275487	0.1	0.08	3.04	3.16	0.07	0.14	0.11	0.17	0.15	0.17	13.12	11.06	7.61	7.31	0.28	0.26	0.37	0.2	0.13	0.05
merged_4_7154471	0.11	0.05	21.48	20.29	0.14	0	0.15	0.05	0.05	0.31	22.88	22.55	5.69	7.07	0	0	0.21	0.16	0.15	0
merged_2_3590548	0	0.03	2.59	1.98	0	0	0.04	0.03	0.17	0.23	5.48	5.02	2.7	2.6	0	0	0.2	0	0	0.05
merged_2_2371496	0	0.11	3.36	4.82	0	0	0	0	0	0.21	20.81	25.07	8.35	8.09	0	0	0.49	0.19	0	0
merged_3_5729760	0.32	0.09	28.38	27.39	0.39	0.31	0.28	0	0.44	0.5	8.14	10.56	33.66	27.35	0.12	0	0.91	0.31	0.14	0.13
merged_4_4801734	0	0	24.56	21.66	0	0	0.71	0.29	2.17	1.72	33.63	29.63	15.43	15.75	0.25	0.19	1.54	1.68	0.15	0
merged_1_19328283	0	0.09	10.11	8.65	0	0	0	0.09	0	0	12.62	10.41	3.22	2.84	0	0	0.13	0	0	0
merged_4_5896237	0.07	0.65	4.08	4.88	0.16	0.45	0.3	0.22	0.27	0.21	9.39	8.28	3.25	2.59	0	0	0.08	0.39	0.09	0
merged_5_13562839	0	0	7.06	6.84	0	0.05	0.07	0.04	0.07	0.06	14.35	13.48	7.58	7.74	0.07	0.03	0.16	0.1	0.02	0
merged_5_12946321	0	0	2.05	0.92	0	0	0	0	0.14	0	2.52	2.32	1.72	1.46	0	0	0	0.12	0	0
merged_3_11097172	0.13	0.42	3.07	4.33	0.31	0.12	0	0	0.21	0.1	3.79	3	9.52	9.7	0.14	0.42	0.31	0.19	0.17	0.3
merged_3_11534646	0.18	0.22	24.42	23.28	0.11	0.17	0.16	0	0.15	0.07	35.87	32.06	57.38	51.71	0.1	0.15	0.44	0	0.12	0
merged_4_3737847	0	0	1.86	1.59	0	0	0	0	0	0.09	2.14	2.53	2.42	1.96	0.06	0	0.22	0.26	0	0
merged_2_4894490	0	0	1.18	1.61	0.04	0	0.15	0	0.03	0.03	2.73	2.39	1.98	2.2	0	0	0.29	0.2	0	0.08
merged_3_13046623	0.11	0.18	47.39	40.95	0.13	0.22	0.2	0	0.83	0.88	60.3	48.39	29	28.06	0.85	0.37	5.44	6.52	0	0
merged_4_5450395	0	0.44	35.57	38.77	0.33	0	0.84	0.46	0.11	0.11	36.91	32.08	23.95	25.38	0.15	0.45	0.17	0	0.18	0
merged_2_9262298	0.54	0.87	12.77	14.27	0.92	0.4	0.47	0.69	0.53	0.28	0.76	1.35	5.58	5.65	0.19	0.29	0.79	0.17	0.31	0.07
merged_3_10187150	0.07	0.05	20.37	17.25	0.16	0	0.17	0	0.16	0.1	44.32	47.75	11.45	9.34	0.07	0	0.32	0	0	0
merged_2_5426001	0.02	0.12	51.24	50.32	0.02	0.02	0.08	0.04	0.18	0.35	61.31	62.11	37.54	37.68	2.37	1.96	1.03	1.11	0.04	0.02
